"animalID","season","age","birth_date","pupping_exp","total_resights","count_1_pup","MOA_proportion","dominant_area","avg_density","n_extreme_both","pupID","Wt_wean_corrected"
20274,1996,10,1996-01-20,3,29,29,1,NA,NA,13,NA,NA
20274,2002,16,2002-01-22,8,16,15,0.9375,NA,NA,11,1368,129.970895626777
20277,1996,10,1996-02-01,5,26,26,1,NA,NA,13,15072,110.307054569045
20287,1996,9,1996-01-24,4,25,24,0.96,NA,NA,13,NA,NA
20294,1996,9,1996-01-22,5,24,24,1,NA,NA,13,14752,150.197926323174
20419,2011,4,2011-01-07,0,17,12,0.705882352941177,NA,NA,10,NA,NA
20437,2011,4,2011-01-18,0,15,13,0.866666666666667,NA,NA,10,38281,83.7828913957739
20437,2012,5,2012-01-24,1,20,20,1,NA,NA,15,40049,116.755308654857
20454,2011,4,2011-01-06,0,16,15,0.9375,NA,NA,10,NA,NA
20454,2014,7,2014-01-03,1,22,22,1,NA,NA,6,NA,NA
20516,2010,4,2010-01-02,0,19,16,0.842105263157895,NA,NA,42,NA,NA
20551,2012,5,2012-01-25,1,15,15,1,NA,NA,15,40382,131.811640131707
20551,2013,6,2013-02-01,2,19,19,1,NA,NA,19,NA,NA
20588,2011,4,2011-01-08,0,15,14,0.933333333333333,NA,NA,10,NA,NA
20596,2011,4,2011-01-06,0,14,13,0.928571428571429,NA,NA,10,NA,NA
20615,2011,4,2011-01-02,0,17,17,1,NA,NA,10,37793,131.542525344273
20615,2013,6,2012-12-31,2,16,15,0.9375,NA,NA,19,41763,145.413429870141
20616,2011,4,2011-01-13,0,19,19,1,NA,NA,10,NA,NA
20642,2011,4,2011-01-11,0,18,17,0.944444444444444,NA,NA,10,38031,127.429149103934
20643,2011,4,2011-01-14,0,21,20,0.952380952380952,NA,NA,10,38045,116.985829641107
20643,2012,5,2012-01-23,1,20,20,1,NA,NA,15,NA,NA
20643,2013,6,2013-01-18,2,18,18,1,NA,NA,19,42207,161.333545500063
20643,2015,8,2015-01-24,4,16,14,0.875,NA,NA,1,NA,NA
20643,2018,11,2018-01-22,7,15,11,0.733333333333333,"SBE",25.9178082191781,9,49389,145.158760460638
20650,2012,5,2011-12-16,0,14,14,1,NA,NA,15,39825,101.732428752416
20650,2013,6,2012-12-29,1,20,20,1,NA,NA,19,41826,140.472880733903
20650,2014,7,2014-01-03,2,16,16,1,NA,NA,6,NA,NA
20650,2019,12,2019-01-10,7,14,14,1,"NP3",17,36,49956,147.998930872784
20710,2014,7,2014-01-02,0,26,26,1,NA,NA,6,44007,151.866189357468
20756,2012,5,2012-01-08,1,17,16,0.941176470588235,NA,NA,15,NA,NA
20758,2011,4,2011-01-25,0,16,15,0.9375,NA,NA,10,NA,NA
20838,2011,4,2011-01-15,0,18,10,0.555555555555556,NA,NA,10,NA,NA
20844,2013,6,2013-01-05,0,17,16,0.941176470588235,NA,NA,19,41684,131.811640131707
20844,2014,7,2014-01-15,1,15,15,1,NA,NA,6,NA,NA
20873,2013,6,2013-01-19,0,17,16,0.941176470588235,NA,NA,19,41848,127.668677162094
20873,2014,7,2014-01-20,1,15,15,1,NA,NA,6,NA,NA
20875,2011,4,2011-01-13,0,19,18,0.947368421052632,NA,NA,10,NA,NA
20875,2012,5,2012-01-14,1,20,17,0.85,NA,NA,15,40184,127.674028812999
20877,2011,4,2011-01-14,0,18,16,0.888888888888889,NA,NA,10,NA,NA
20914,2012,5,2012-01-18,1,15,15,1,NA,NA,15,40279,124.666274845683
20924,2012,5,2012-01-12,1,15,15,1,NA,NA,15,40185,109.059850040454
22325,2011,5,2010-12-31,0,22,21,0.954545454545455,NA,NA,10,NA,NA
22360,2011,4,2011-01-18,0,19,11,0.578947368421053,NA,NA,10,NA,NA
23178,2012,4,2012-01-13,0,18,18,1,NA,NA,15,40197,108.454939467421
23178,2014,6,2014-01-16,2,14,14,1,NA,NA,6,44039,135.952843821928
23178,2015,7,2015-01-16,3,17,16,0.941176470588235,NA,NA,1,NA,NA
26313,2012,4,2012-01-24,0,17,16,0.941176470588235,NA,NA,15,40478,145.587087991861
26325,2012,4,2012-01-16,0,22,15,0.681818181818182,NA,NA,15,NA,NA
26359,2012,4,2012-01-13,0,17,17,1,NA,NA,15,40232,107.620340754408
28460,2012,4,2012-01-09,0,14,11,0.785714285714286,NA,NA,15,NA,NA
28460,2013,5,2013-01-11,1,19,19,1,NA,NA,19,42074,133.91565828313
28475,2012,4,2012-01-17,0,16,16,1,NA,NA,15,40287,118.438861603676
31049,2012,4,2012-01-21,0,20,19,0.95,NA,NA,15,40649,107.620679000721
31469,2021,14,2021-01-25,5,15,15,1,"AP",35.8701298701299,37,53187,143.27085750667
32824,2016,8,2016-01-23,3,17,17,1,"BMC",8.7,64,46648,126.425592660513
32824,2018,10,2018-01-30,5,14,14,1,"BMS",14.1081081081081,9,49319,121.723313332629
32824,2019,11,2019-01-26,6,15,15,1,"BMS",15.2083333333333,36,50622,126.155900590726
32824,2020,12,2020-01-19,7,19,19,1,"BMC",9.86666666666667,9,51499,129.581825053275
32828,2013,5,2013-01-18,1,15,15,1,NA,NA,19,41850,142.125510730806
33753,2013,5,2012-12-28,0,22,22,1,NA,NA,19,41589,109.772402559342
33783,2012,4,2012-01-11,0,17,16,0.941176470588235,NA,NA,15,NA,NA
33845,2013,4,2013-01-09,0,14,14,1,NA,NA,19,NA,NA
33913,2014,5,2014-01-15,0,14,13,0.928571428571429,NA,NA,6,NA,NA
33914,2021,12,2021-01-15,3,16,16,1,"TSW",35.3611111111111,37,NA,NA
33980,2015,6,2015-01-16,2,17,5,0.294117647058824,NA,NA,1,NA,NA
34008,2014,5,2014-01-16,1,15,14,0.933333333333333,NA,NA,6,NA,NA
34120,2013,4,2013-01-14,0,27,19,0.703703703703704,NA,NA,19,42572,97.3230998681807
34120,2018,9,2018-01-27,5,14,12,0.857142857142857,"AP",42.5454545454545,9,NA,NA
34120,2019,10,2019-01-21,6,14,12,0.857142857142857,"AP",31.1855670103093,36,NA,NA
34130,2017,8,2017-01-18,3,18,18,1,NA,NA,30,47746,130.105614772045
34138,2013,4,2013-01-07,0,18,15,0.833333333333333,NA,NA,19,42082,105.350912186734
34138,2014,5,2014-01-08,1,17,17,1,NA,NA,6,NA,NA
34159,2014,5,2014-01-12,0,16,5,0.3125,NA,NA,6,NA,NA
34163,2015,6,2015-02-01,2,21,20,0.952380952380952,NA,NA,1,45187,91.0792193689362
34203,2014,5,2014-01-07,1,19,18,0.947368421052632,NA,NA,6,NA,NA
34209,2020,11,2020-01-24,6,14,14,1,"TSC",16.775,9,51396,149.144333363459
34209,2021,12,2021-01-27,7,24,24,1,"TSC",29.3765432098765,37,53072,153.618966682496
34222,2013,4,2013-01-13,0,23,23,1,NA,NA,19,42493,118.161246330481
34222,2022,13,2022-01-12,6,20,20,1,"NP4",12.9655172413793,6,NA,NA
34222,2023,14,2023-01-14,7,20,20,1,"NPGa",13.7260273972603,59,57489,141.027025819006
34244,2013,4,2013-01-12,0,21,21,1,NA,NA,19,42193,111.58614478865
34244,2016,7,2016-01-12,2,16,16,1,NA,NA,64,NA,NA
34244,2021,12,2021-01-20,7,17,17,1,"NP4",15.7213114754098,37,53283,156.922988141068
34244,2024,15,2024-01-18,10,19,18,0.947368421052632,"MBBU",13.0909090909091,NA,NA,NA
34283,2022,13,2022-01-10,0,18,18,1,"NP4",12.9655172413793,6,NA,NA
34352,2010,4,2010-01-08,0,14,14,1,NA,NA,42,NA,NA
34352,2012,6,2012-01-08,2,18,18,1,NA,NA,15,40057,163.043078384231
34352,2013,7,2013-01-08,3,17,16,0.941176470588235,NA,NA,19,41940,148.884713828339
34352,2014,8,2014-01-05,4,23,22,0.956521739130435,NA,NA,6,43970,157.905995437327
34352,2015,9,2015-01-10,5,18,18,1,NA,NA,1,45161,126.432533573615
34398,2013,4,2013-01-22,0,18,17,0.944444444444444,NA,NA,19,42194,131.888087010687
34525,2013,4,2013-01-18,0,15,15,1,NA,NA,19,42520,121.259628236105
34525,2014,5,2014-01-30,1,17,17,1,NA,NA,6,44005,125.995302494355
34530,2014,5,2014-01-07,0,16,14,0.875,NA,NA,6,NA,NA
34644,2016,7,2016-01-27,3,16,11,0.6875,"TSB",11.8529411764706,64,46863,123.919299790547
34723,2015,9,2015-01-26,4,16,16,1,NA,NA,1,45316,130.546881095475
34737,2012,4,2012-01-18,0,16,14,0.875,NA,NA,15,NA,NA
36095,2014,4,2014-01-02,1,15,8,0.533333333333333,NA,NA,6,NA,NA
36358,2024,14,2024-01-27,8,19,19,1,"BBSL",30.3949579831933,NA,NA,NA
36359,2014,4,2014-01-07,0,20,20,1,NA,NA,6,NA,NA
36359,2016,6,2016-01-02,1,14,14,1,"TSC",22.1588785046729,64,46552,127.16553594052
36359,2017,7,2017-01-01,2,16,16,1,"TSC",17,30,NA,NA
36359,2018,8,2018-01-02,3,19,19,1,"TSW",16.5652173913044,9,NA,NA
36382,2014,4,2014-01-02,0,27,19,0.703703703703704,NA,NA,6,NA,NA
36382,2020,10,2020-01-10,5,19,19,1,"NP0",16.5625,9,51371,139.118140846274
36382,2021,11,2021-01-14,6,15,15,1,"SBW",33.6610169491525,37,52679,139.062798944069
36382,2022,12,2022-01-18,7,20,20,1,"NP0",20.4925373134328,6,NA,NA
36440,2013,4,2013-01-16,0,19,18,0.947368421052632,NA,NA,19,42199,101.040417271242
36468,2013,4,2013-01-21,0,14,13,0.928571428571429,NA,NA,19,42536,106.345121697433
36553,2014,4,2014-01-29,0,16,16,1,NA,NA,6,44234,111.931964525635
36567,2017,7,2017-01-15,1,16,16,1,NA,NA,30,NA,NA
36567,2021,11,2021-01-22,3,16,16,1,"NP1",20.8166666666667,37,52975,124.004938483727
36634,2014,4,2014-01-19,0,16,14,0.875,NA,NA,6,44157,111.629782455947
36634,2015,5,2015-01-20,1,17,16,0.941176470588235,NA,NA,1,NA,NA
36634,2021,11,2021-01-21,6,18,18,1,"NP3",5,37,52970,142.534035053382
36636,2017,7,2017-02-03,1,17,17,1,"BMC",9.6,30,48227,144.401828681547
36636,2023,13,2023-02-05,7,15,15,1,"NP4",14.1232876712329,59,57819,138.671443207888
36681,2018,8,2018-01-17,4,14,11,0.785714285714286,"BBSL",38.7012987012987,9,49145,146.035048262606
36681,2024,14,2024-02-08,10,17,16,0.941176470588235,"BBSL",30.3949579831933,NA,61050,136.198846895117
36681,2025,15,2025-02-05,11,17,17,1,"TSB",24.8922155688623,NA,63193,144.107564868184
36702,2017,7,2017-01-09,1,16,16,1,NA,NA,30,NA,NA
36702,2021,11,2021-01-18,2,14,12,0.857142857142857,"SBW",33.6610169491525,37,53402,160.755251822761
36707,2018,8,2018-02-01,3,15,15,1,"TSB",24.8518518518519,9,NA,NA
36708,2014,4,2014-01-18,0,16,16,1,NA,NA,6,44158,97.4881913675894
36819,2015,5,2015-01-23,1,14,13,0.928571428571429,NA,NA,1,NA,NA
36985,2013,4,2013-01-24,0,15,15,1,NA,NA,19,42423,127.941603197496
36985,2015,6,2015-02-03,2,15,15,1,NA,NA,1,45188,123.462941811225
36985,2021,12,2021-01-11,6,20,19,0.95,"NPG1",5.5,37,NA,NA
36985,2022,13,2022-01-15,7,21,21,1,"NP2",27.5698924731183,6,54939,150.786707621905
36985,2023,14,2023-01-14,8,19,19,1,"NPG0",10,59,NA,NA
36985,2024,15,2024-01-08,9,20,20,1,"NP1",12.6428571428571,NA,NA,NA
36985,2025,16,2025-01-08,10,21,21,1,"BBN",9.16129032258064,NA,62759,132.803439139659
37071,2023,14,2023-02-02,4,14,14,1,"NP4",14.1232876712329,59,57751,133.576254524424
37209,2014,4,2014-01-10,0,16,1,0.0625,NA,NA,6,NA,NA
37794,2013,7,2013-01-11,1,14,13,0.928571428571429,NA,NA,19,NA,NA
37975,2020,9,2020-01-26,3,14,14,1,"NP4",15.7402597402597,9,51768,153.18096626749
37988,2021,10,2021-01-29,2,16,16,1,"TSB",26.7948717948718,37,53514,129.198572896754
37988,2022,11,2022-01-26,3,17,16,0.941176470588235,"NP5",11.3513513513513,6,54992,137.783264981919
37988,2024,13,2024-01-25,4,18,18,1,"TSB",24.6357142857143,NA,60858,128.8
38014,2015,4,2015-01-02,0,19,19,1,NA,NA,1,44999,115.377595178107
38241,2015,4,2015-01-16,0,16,9,0.5625,NA,NA,1,NA,NA
38289,2015,4,2015-01-14,0,14,14,1,NA,NA,1,NA,NA
38298,2015,4,2015-01-14,0,18,17,0.944444444444444,NA,NA,1,NA,NA
38369,2020,9,2020-01-14,2,15,15,1,"NP3",14.3518518518519,9,NA,NA
38369,2021,10,2021-01-13,3,19,17,0.894736842105263,"NP1",20.8166666666667,37,NA,NA
38369,2024,13,2024-01-04,5,16,16,1,"APG",26.7880794701987,NA,NA,NA
38400,2021,10,2021-01-10,2,18,17,0.944444444444444,"NP1",20.8166666666667,37,53057,173.322599203445
38400,2022,11,2022-01-20,3,18,18,1,"NP5",11.3513513513513,6,NA,NA
38400,2023,12,2023-01-28,4,20,20,1,"NP5",2,59,NA,NA
38400,2024,13,2024-01-28,5,17,17,1,"NP1",12.6428571428571,NA,60837,167.412048919415
38430,2022,11,2022-01-28,1,15,15,1,"NP2",27.5698924731183,6,NA,NA
38463,2016,5,2016-01-21,2,14,13,0.928571428571429,"TSC",22.1588785046729,64,NA,NA
38470,2017,6,2017-01-28,2,18,18,1,NA,NA,30,NA,NA
38470,2018,7,2018-01-29,3,15,15,1,NA,NA,9,NA,NA
38600,2015,4,2015-01-22,0,15,9,0.6,NA,NA,1,45383,75.0333453496517
38712,2014,4,2014-01-19,0,14,10,0.714285714285714,NA,NA,6,44206,144.739226470867
40037,2021,9,2021-02-08,5,16,16,1,"AP",35.8701298701299,37,53244,143.543753386998
40047,2020,8,2020-01-14,3,20,20,1,"MBBU",21.5813953488372,9,51306,155.038350626217
40047,2021,9,2021-01-18,4,20,20,1,"BBSU",23.4588235294118,37,53118,132.943191706773
40047,2022,10,2022-01-27,5,14,14,1,"SBE",35.7755102040816,6,NA,NA
40047,2023,11,2023-01-28,6,14,14,1,"TSW",21.3,59,57682,133.987651604968
40047,2024,12,2024-01-29,7,23,22,0.956521739130435,"TSW",15.4615384615385,NA,60988,105.061810989633
40047,2025,13,2025-01-27,8,17,17,1,"MBBU",13.2592592592593,NA,62966,121.963643117735
40062,2017,5,2017-01-20,1,20,11,0.55,"BMC",9.6,30,NA,NA
40062,2025,13,2025-02-08,7,15,15,1,"MBBL",0.666666666666667,NA,63048,123.131682247221
40173,2018,6,2018-02-07,1,20,20,1,NA,NA,9,NA,NA
40258,2021,9,2021-01-10,2,16,16,1,"BBN",17.7142857142857,37,NA,NA
40287,2022,10,2022-01-15,4,21,21,1,"NP2",27.5698924731183,6,54937,144.714759663976
40287,2024,12,2024-01-23,5,19,19,1,"BBSL",30.3949579831933,NA,60891,134.056322573714
40287,2025,13,2025-01-18,6,17,17,1,"BBSL",27.4793388429752,NA,62886,136.964519009221
40338,2023,11,2023-01-11,6,19,18,0.947368421052632,"BBSU",14.1875,59,57464,107.639624186705
40339,2021,9,2021-01-13,4,18,16,0.888888888888889,"BBSU",23.4588235294118,37,52990,134.55044935327
40339,2022,10,2022-01-21,5,16,16,1,"BBSL",28.378640776699,6,54932,152.559122020125
40364,2018,6,2018-01-19,1,17,15,0.88235294117647,"NP0",20.8409090909091,9,NA,NA
40366,2015,3,2015-01-25,0,18,18,1,NA,NA,1,NA,NA
40366,2021,9,2021-01-30,6,15,15,1,"NPG1",5.5,37,NA,NA
40366,2025,13,2025-01-23,10,18,18,1,"NP0",23.8413793103448,NA,62954,145.119556194505
40411,2017,5,2017-01-09,1,17,17,1,NA,NA,30,47694,130.803749559858
40501,2015,3,2015-01-25,0,17,17,1,NA,NA,1,NA,NA
40531,2016,4,2016-01-19,0,14,14,1,NA,NA,64,NA,NA
40547,2018,6,2018-02-09,2,16,16,1,"SBW",20.9019607843137,9,NA,NA
40579,2025,13,2025-01-27,6,15,15,1,"AP",31.914798206278,NA,NA,NA
40606,2016,4,2015-12-31,0,19,15,0.789473684210526,"APG",31.9346153846154,64,NA,NA
40615,2023,11,2023-01-23,7,22,22,1,"TSC",12.2698412698413,59,57583,146.040430992827
40618,2019,7,2019-01-06,2,18,18,1,"MBBU",22.8611111111111,36,NA,NA
40618,2021,9,2021-01-16,4,17,17,1,"TSC",29.3765432098765,37,53109,123.665340076489
40618,2023,11,2023-01-22,6,17,17,1,"TSB",18.566265060241,59,57598,118
40645,2020,8,2020-01-29,3,15,14,0.933333333333333,"NP4",15.7402597402597,9,NA,NA
40660,2022,10,2022-01-26,4,17,17,1,"BBN",18.8387096774194,6,NA,NA
40796,2015,3,2015-01-23,0,14,13,0.928571428571429,NA,NA,1,NA,NA
40798,2023,11,2023-01-28,6,14,14,1,"TSB",18.566265060241,59,NA,NA
40834,2020,8,2020-01-15,2,21,16,0.761904761904762,"MBBU",21.5813953488372,9,51540,148.28103755197
40834,2022,10,2022-01-20,4,22,22,1,"MBBU",7.36363636363636,6,54936,133.453121174318
40834,2024,12,2024-01-12,5,23,23,1,"MBBU",13.0909090909091,NA,60592,145.414365524577
40834,2025,13,2025-01-15,6,21,21,1,"MBBU",13.2592592592593,NA,62870,141.167782282691
40867,2019,7,2019-01-07,1,17,17,1,"TSC",16.625,36,NA,NA
40867,2020,8,2020-01-17,2,14,14,1,"SBE",24.8720930232558,9,NA,NA
40867,2023,11,2023-01-24,5,25,25,1,"SBE",27.3173076923077,59,57600,146.050277008258
40870,2025,13,2025-01-09,8,21,21,1,"BBSL",27.4793388429752,NA,NA,NA
40883,2018,6,2018-01-02,1,17,16,0.941176470588235,NA,NA,9,NA,NA
40884,2016,4,2016-01-25,0,14,13,0.928571428571429,"TSC",22.1588785046729,64,NA,NA
40884,2018,6,2018-02-05,2,17,17,1,"NP2",16.6833333333333,9,NA,NA
40884,2021,9,2021-02-02,5,21,20,0.952380952380952,"TSB",26.7948717948718,37,53632,130.777113497865
40884,2023,11,2023-01-31,7,14,13,0.928571428571429,"TSB",18.566265060241,59,57667,160.273196426213
40884,2024,12,2024-02-01,8,16,16,1,"TSB",24.6357142857143,NA,60940,129.355835740082
40901,2016,4,2016-01-11,0,15,15,1,"TSC",22.1588785046729,64,NA,NA
40932,2020,8,2020-01-17,5,14,14,1,"TSC",16.775,9,51445,140.712291959569
40932,2021,9,2021-01-17,6,14,14,1,"TSC",29.3765432098765,37,52794,135.806643275359
40932,2022,10,2022-01-19,7,15,15,1,"TSB",20.4,6,54842,146.80148396032
40951,2018,6,2018-01-22,2,15,1,0.0666666666666667,"BBSL",38.7012987012987,9,NA,NA
40951,2020,8,2020-01-18,4,15,15,1,"SBE",24.8720930232558,9,NA,NA
40951,2024,12,2024-01-27,8,16,16,1,"SBE",24.6,NA,60884,141.739099925717
40951,2025,13,2025-01-26,9,14,14,1,"AP",31.914798206278,NA,62910,135.746846694502
40952,2018,6,2018-01-31,2,14,14,1,"TSB",24.8518518518519,9,NA,NA
40954,2016,4,2015-12-25,0,20,19,0.95,NA,NA,64,46551,103.833517858849
40954,2018,6,2018-01-04,2,18,18,1,"BMS",14.1081081081081,9,48920,118.838923033451
40954,2019,7,2019-01-02,3,16,15,0.9375,"BMS",15.2083333333333,36,NA,NA
41763,2018,5,2018-01-23,1,14,14,1,"BMS",14.1081081081081,9,NA,NA
41763,2021,8,2021-01-31,4,15,14,0.933333333333333,"BMS",3.33333333333333,37,53016,141.739099925717
41763,2022,9,2022-02-01,5,14,14,1,"NP5",11.3513513513513,6,55385,151.263475860031
41847,2022,9,2022-01-06,2,24,24,1,"NP0",20.4925373134328,6,NA,NA
41847,2023,10,2023-01-15,3,21,19,0.904761904761905,"NPGa",13.7260273972603,59,57486,137.842141499162
41847,2025,12,2025-01-17,5,18,18,1,"NP0",23.8413793103448,NA,NA,NA
41873,2013,4,2013-01-26,0,16,16,1,NA,NA,19,42537,116.061516569405
41910,2024,11,2024-01-24,6,16,16,1,"MBBU",13.0909090909091,NA,60605,129.783768745065
42029,2020,7,2020-01-21,2,18,18,1,"TSB",20.3571428571429,9,51417,126.033451555393
42029,2024,11,2024-01-23,6,18,18,1,"SBE",24.6,NA,NA,NA
42029,2025,12,2025-01-20,7,15,15,1,"TSB",24.8922155688623,NA,NA,NA
42069,2018,5,2018-01-25,1,17,17,1,"MBBU",29.9076923076923,9,49090,138.19576919453
42133,2017,4,2017-01-03,0,17,17,1,NA,NA,30,NA,NA
42133,2019,6,2019-01-14,2,15,15,1,"BMC",19.0555555555556,36,50366,156.207782108416
42179,2017,4,2016-12-31,0,14,14,1,NA,NA,30,NA,NA
42179,2018,5,2018-01-01,1,17,17,1,"TSW",16.5652173913044,9,48905,113.327331001989
42257,2020,7,2020-01-27,2,14,13,0.928571428571429,"TSC",16.775,9,NA,NA
42257,2021,8,2021-01-27,3,15,14,0.933333333333333,"TSC",29.3765432098765,37,53291,141.124624058987
42257,2025,12,2025-01-24,7,15,11,0.733333333333333,"TSW",9.675,NA,62959,133.750913658227
42286,2021,8,2021-01-22,4,28,28,1,"TSB",26.7948717948718,37,53399,82.3760939625712
42286,2022,9,2022-01-27,5,16,16,1,"NP0",20.4925373134328,6,NA,NA
42286,2023,10,2023-01-23,6,14,13,0.928571428571429,"AP",26.1746987951807,59,57650,132.410518665144
42303,2023,10,2023-01-21,4,16,16,1,"NP0",18.0344827586207,59,57587,130.064058457847
42321,2018,5,2018-01-03,0,16,14,0.875,"NP1",22.2941176470588,9,NA,NA
42321,2022,9,2022-01-22,4,16,16,1,"NP2",27.5698924731183,6,54998,145.835215480919
42333,2019,6,2019-01-11,0,16,15,0.9375,"BMC",19.0555555555556,36,50367,136.572675846114
42333,2023,10,2023-01-24,4,18,18,1,"MBBU",9.93333333333333,59,NA,NA
42560,2017,4,2017-01-19,0,14,13,0.928571428571429,"TSB",18.9473684210526,30,NA,NA
42560,2021,8,2021-01-21,4,25,18,0.72,"TSB",26.7948717948718,37,53512,119.314382247916
42653,2021,8,2021-01-09,3,22,21,0.954545454545455,"BBN",17.7142857142857,37,53083,126.629302143622
42653,2022,9,2022-01-13,4,17,17,1,"BBN",18.8387096774194,6,54789,145.810977971814
42653,2023,10,2023-01-19,5,17,14,0.823529411764706,"TSB",18.566265060241,59,57586,129.449582591117
42657,2021,8,2021-01-23,4,16,16,1,"NP4",15.7213114754098,37,53245,137.43550856202
42657,2022,9,2022-01-28,5,17,17,1,"NP2",27.5698924731183,6,55056,100.98964777298
42657,2023,10,2023-01-21,6,17,17,1,"NP4",14.1232876712329,59,57577,144.056020406879
42657,2024,11,2024-01-24,7,17,17,1,"NP1",12.6428571428571,NA,60900,142.448573197937
42657,2025,12,2025-01-23,8,17,17,1,"NP2",13.3809523809524,NA,62855,167.585763638843
42688,2021,8,2021-01-26,5,15,15,1,"AP",35.8701298701299,37,NA,NA
42713,2022,9,2022-01-09,3,25,23,0.92,"NP0",20.4925373134328,6,54799,114.769678851105
42713,2023,10,2023-01-19,4,21,21,1,"NPG4",7.79166666666667,59,57511,124.070136607018
42847,2020,7,2020-01-29,2,14,14,1,"BBSL",32.136690647482,9,51808,153.267877906922
42847,2025,12,2025-01-24,5,15,15,1,"AP",31.914798206278,NA,62934,150.136936771026
42858,2018,5,2018-01-23,0,14,9,0.642857142857143,"NP0",20.8409090909091,9,NA,NA
42883,2023,10,2023-01-25,2,14,13,0.928571428571429,"NP4",14.1232876712329,59,57710,106.304324944287
42883,2024,11,2024-01-29,3,16,16,1,"NP4",18.3333333333333,NA,61040,110.441744552232
43268,2019,6,2019-01-01,0,18,17,0.944444444444444,"TSC",16.625,36,NA,NA
44075,2023,9,2023-01-15,5,21,21,1,"NPG4",7.79166666666667,59,57476,103
44131,2019,5,2019-01-08,0,20,20,1,"BMS",15.2083333333333,36,NA,NA
44148,2018,4,2017-12-29,0,15,14,0.933333333333333,"NP1",22.2941176470588,9,48902,129.859233168937
44148,2019,5,2019-01-06,1,15,15,1,"BBSL",39.1573604060914,36,NA,NA
44148,2020,6,2020-01-04,2,14,13,0.928571428571429,"NP2",6.91666666666667,9,51364,128.249802206134
44148,2021,7,2021-01-05,3,20,19,0.95,"NPG1",5.5,37,52804,130.743865240138
44148,2022,8,2021-12-30,4,19,19,1,"NP2",27.5698924731183,6,NA,NA
44148,2023,9,2022-12-26,5,17,17,1,"NPG4",7.79166666666667,59,NA,NA
44148,2024,10,2024-01-01,6,17,17,1,"APG",26.7880794701987,NA,NA,NA
44148,2025,11,2024-12-25,7,20,18,0.9,"AP",31.914798206278,NA,NA,NA
44177,2021,7,2021-01-23,3,18,18,1,"NP4",15.7213114754098,37,53093,125.052068842901
44177,2024,10,2024-01-26,6,16,16,1,"NP4",18.3333333333333,NA,60630,137.740627303151
44204,2020,6,2020-01-14,0,16,14,0.875,NA,NA,9,51612,129.58645586177
44204,2022,8,2022-01-26,2,17,17,1,"NP5",11.3513513513513,6,55007,154.928298971067
44204,2023,9,2023-01-27,3,16,16,1,"SBW",29.0357142857143,59,NA,NA
44204,2024,10,2024-01-25,4,18,18,1,"NP1",12.6428571428571,NA,60838,168.22053376968
44234,2023,9,2023-01-31,2,17,17,1,"TSB",18.566265060241,59,57720,124.474933137546
44320,2018,4,2018-01-09,0,16,16,1,"BMS",14.1081081081081,9,48995,108.007156996973
44349,2020,6,2020-02-06,2,16,16,1,"TSB",20.3571428571429,9,52056,122.713692007909
44355,2025,11,2025-01-23,4,15,15,1,"AP",31.914798206278,NA,62744,139.208496472978
44356,2025,11,2025-01-16,4,18,18,1,"AP",31.914798206278,NA,62848,133.408142453271
44375,2023,9,2023-01-30,5,19,18,0.947368421052632,"SBE",27.3173076923077,59,57691,138.035616910254
44397,2022,8,2021-12-19,2,24,24,1,"APG",24.5,6,NA,NA
44397,2023,9,2022-12-13,3,27,2,0.0740740740740741,"APG",32.202479338843,59,NA,NA
44397,2024,10,2023-12-13,4,21,21,1,"APG",26.7880794701987,NA,NA,NA
44397,2025,11,2024-12-13,5,20,20,1,"AP",31.914798206278,NA,62247,154.4285032546
44408,2018,4,2017-12-31,0,19,17,0.894736842105263,"NP1",22.2941176470588,9,48912,110.881390189984
44408,2019,5,2019-01-10,1,15,3,0.2,"NP2",18.7323943661972,36,NA,NA
44410,2023,9,2023-01-28,5,20,20,1,"TSW",21.3,59,57610,142.690777011333
44448,2019,5,2019-01-11,0,15,14,0.933333333333333,"BBSL",39.1573604060914,36,NA,NA
44448,2022,8,2022-01-21,2,15,15,1,"SBW",25.8709677419355,6,54750,119.617374771203
44448,2024,10,2024-01-25,4,14,13,0.928571428571429,"SBW",24.8214285714286,NA,NA,NA
44448,2025,11,2025-01-10,5,18,18,1,"BBSL",27.4793388429752,NA,NA,NA
44452,2018,4,2017-12-29,0,21,21,1,"TSW",16.5652173913044,9,NA,NA
44452,2019,5,2018-12-31,1,24,22,0.916666666666667,"TSC",16.625,36,NA,NA
44452,2023,9,2023-01-16,4,14,14,1,"APG",32.202479338843,59,57441,128.426939966927
44535,2025,11,2025-01-22,2,16,16,1,"APG",14.974358974359,NA,62946,133.576254524424
44571,2018,4,2017-12-29,0,20,18,0.9,"NP1",22.2941176470588,9,NA,NA
44571,2020,6,2020-01-10,2,14,14,1,"NP2",6.91666666666667,9,NA,NA
44571,2021,7,2021-01-09,3,24,24,1,"NPG1",5.5,37,52805,113.026640959741
44571,2022,8,2022-01-17,4,19,19,1,"NP5",11.3513513513513,6,54961,117.900597707306
44571,2023,9,2023-01-16,5,20,20,1,"NP4",14.1232876712329,59,57575,109.570501199907
44571,2024,10,2024-01-15,6,14,14,1,"APGw",18.9411764705882,NA,NA,NA
44962,2021,6,2021-01-08,1,22,22,1,"NPG1",5.5,37,52789,129.256439420696
