"season","pupID","animalID","Wt","weighingdate","weandate"
2024,60888,46905,128,2024-03-04,2024-02-22
2024,61049,42257,121.8,2024-03-12,2024-02-29
2024,60946,40366,118.4,2024-03-04,2024-02-26
2024,60891,40287,126.3,2024-02-29,2024-02-19
2024,60897,51911,82,2024-03-07,2024-02-16
2024,60824,50475,102.4,2024-02-22,2024-02-17
2024,60922,45419,135.8,2024-02-21,2024-02-17
2024,60612,51622,111.8,2024-02-22,2024-02-16
2024,60608,45438,144.6,2024-02-23,2024-02-17
2024,60896,53215,80.6,2024-02-29,2024-02-17
2024,60935,41847,95.2,2024-03-11,2024-02-17
2024,60843,45079,117.2,2024-03-14,2024-02-17
2024,60900,42657,122,2024-03-14,2024-02-17
2024,60630,44177,129,2024-03-01,2024-02-19
2024,60838,44204,145.8,2024-03-14,2024-02-19
2024,60964,42713,106.8,2024-03-14,2024-02-17
2024,60592,40834,123.8,2024-03-06,2024-02-08
2024,60586,44452,112.2,2024-02-27,2024-02-09
2024,60899,44075,107.2,2024-02-16,2024-02-14
2024,60855,34677,105.2,2024-02-23,2024-02-19
2024,60989,46960,117,2024-02-29,2024-02-21
2024,60624,40579,134.8,2024-02-23,2024-02-13
2024,60602,40336,108.6,2024-03-13,2024-02-11
2024,60827,48986,91.6,2024-02-28,2024-02-13
2024,60578,48940,124,2024-02-16,2024-02-11
2024,60579,51640,99.2,2024-02-16,2024-02-02
2024,60628,51711,95,2024-03-11,2024-02-14
2024,60607,44962,136,2024-02-16,2024-02-13
2024,60581,50850,99.2,2024-03-06,2024-02-06
2024,60924,52180,98,2024-02-27,2024-02-15
2024,60605,41910,115.2,2024-03-08,2024-02-17
2024,60847,42560,138.2,2024-02-26,2024-02-22
2024,60906,46965,119.4,2024-03-06,2024-02-15
2024,60616,49965,107.6,2024-02-21,2024-02-14
2024,60619,53119,81.8,2024-02-21,2024-02-17
2024,60904,51374,104.6,2024-02-21,2024-02-15
2024,60858,37988,128.8,2024-02-21,2024-02-21
2024,60859,47416,130.6,2024-02-22,2024-02-17
2024,60907,40411,108.8,2024-03-05,2024-02-23
2024,60969,44355,133,2024-02-29,2024-02-20
2024,61035,48303,123.4,2024-03-05,2024-02-25
2024,61025,40364,87.8,2024-03-05,2024-02-24
2024,60923,46653,135.2,2024-02-28,2024-02-22
2024,60834,48924,139.8,2024-03-01,2024-02-21
2024,60890,49504,118,2024-02-23,2024-02-23
2024,60821,45722,131.2,2024-02-22,2024-02-19
2024,60884,40951,138.4,2024-02-26,2024-02-22
2024,61101,40615,122,2024-03-07,2024-02-25
2024,61050,36681,132.2,2024-03-07,2024-03-02
2024,61000,50634,108.4,2024-03-11,2024-03-05
2024,60971,49594,134.8,2024-02-28,2024-02-27
2024,60988,40047,103.2,2024-02-29,2024-02-26
2024,60940,40884,122.6,2024-03-08,2024-02-28
2024,61001,17258,91.4,2024-03-01,2024-02-28
2024,60987,47032,107.6,2024-03-04,2024-02-27
2024,61118,46857,121,2024-03-04,2024-03-02
2024,60945,49544,114,2024-03-05,2024-02-29
2024,60996,40062,114.8,2024-03-06,2024-03-05
2025,62862,51907,106,2025-02-18,2025-02-06
2025,62859,50625,113,2025-02-25,2025-02-08
2025,62887,48082,131.2,2025-02-22,2025-02-15
2025,62979,46960,105.6,2025-03-04,2025-02-16
2025,63050,50475,117.2,2025-03-09,2025-02-18
2025,62247,44397,108,2025-03-07,2025-01-06
2025,62707,51642,105,2025-03-09,2025-01-27
2025,62703,49201,103.2,2025-03-07,2025-01-28
2025,62907,53130,104,2025-03-07,2025-02-13
2025,63060,46653,121.8,2025-03-05,2025-02-19
2025,62946,44535,126.6,2025-02-27,2025-02-18
2025,63062,49544,129.8,2025-02-26,2025-02-20
2025,62949,44177,133.8,2025-02-22,2025-02-19
2025,62954,40366,143.4,2025-02-22,2025-02-20
2025,62924,45081,145.4,2025-02-22,2025-02-19
2025,62922,38430,151.4,2025-02-22,2025-02-19
2025,62662,52991,80.6,2025-03-07,2025-02-04
2025,62663,53738,89,2025-03-07,2025-02-02
2025,62667,48499,100.2,2025-03-08,2025-02-04
2025,62670,48940,125,2025-02-15,2025-02-06
2025,62671,51374,105.8,2025-02-19,2025-02-09
2025,62672,50301,107.2,2025-02-18,2025-02-09
2025,62696,53030,121.6,2025-03-07,2025-02-16
2025,62708,46787,144.2,2025-02-19,2025-02-13
2025,62744,44355,129.6,2025-02-28,2025-02-16
2025,62745,45465,124.8,2025-02-27,2025-02-18
2025,62839,48303,133.6,2025-03-06,2025-02-25
2025,62864,51370,100.2,2025-02-18,2025-02-06
2025,62818,54063,97.2,2025-03-09,2025-02-09
2025,62861,53226,104.2,2025-02-18,2025-02-09
2025,62868,51872,122.2,2025-02-21,2025-02-09
2025,62877,46847,124.2,2025-02-21,2025-02-09
2025,62984,45441,124,2025-03-08,2025-02-20
2025,62759,36985,110.4,2025-03-07,2025-02-04
2025,62821,53013,103.4,2025-02-27,2025-02-04
2025,62779,52990,88.8,2025-03-07,2025-02-08
2025,62761,33914,97.8,2025-02-19,2025-02-05
2025,62891,44962,139.6,2025-02-25,2025-02-12
2025,62902,51363,114.4,2025-02-15,2025-02-14
2025,62870,40834,133,2025-02-21,2025-02-11
2025,62808,48986,136,2025-02-19,2025-02-13
2025,62878,40618,117.2,2025-02-19,2025-02-12
2025,62914,42319,117.4,2025-03-01,2025-02-14
2025,62910,40951,130.2,2025-02-27,2025-02-20
2025,63149,42286,136.6,2025-02-27,2025-02-21
2025,63119,40364,156,2025-02-24,2025-02-20
2025,62962,40884,154,2025-02-24,2025-02-20
2025,63197,49504,107.6,2025-03-05,2025-03-01
2025,62966,40047,112.2,2025-03-07,2025-02-21
2025,62959,42257,130.6,2025-02-27,2025-02-23
2025,62934,42847,146.6,2025-02-24,2025-02-20
2025,62879,48154,114.6,2025-03-08,2025-02-11
2025,62923,52119,130.4,2025-03-01,2025-02-21
2025,62952,50634,131.8,2025-03-01,2025-02-22
2025,62892,45079,151,2025-02-15,2025-02-12
2025,62903,50850,138,2025-02-15,2025-02-13
2025,62855,42657,165.6,2025-02-18,2025-02-16
2025,62876,48343,134.8,2025-02-19,2025-02-16
2025,62841,51555,103.6,2025-02-19,2025-02-12
2025,62749,44452,122,2025-03-08,2025-02-01
2025,62909,47126,127.4,2025-03-05,2025-02-15
2025,62828,53215,90.4,2025-02-27,2025-02-12
2025,62852,47083,111.2,2025-03-06,2025-02-06
2025,62908,53152,101.6,2025-03-06,2025-02-15
2025,62853,46593,124.8,2025-02-21,2025-02-10
2025,62886,40287,126,2025-02-28,2025-02-14
2025,62896,48020,125.6,2025-03-04,2025-02-14
2025,62848,44356,124.2,2025-02-21,2025-02-09
2025,62930,34244,148.8,2025-02-27,2025-02-14
2025,62932,45438,160,2025-02-20,2025-02-20
2025,63144,45177,138.8,2025-02-20,2025-02-20
2025,62874,46703,111.8,2025-02-21,2025-02-13
2025,62911,45722,141.6,2025-02-20,2025-02-19
2025,63156,47032,126.4,2025-02-24,2025-02-23
2025,63161,51911,140.2,2025-02-26,2025-02-26
2025,63058,42560,141,2025-02-26,2025-02-22
2025,63180,40037,123.6,2025-02-26,2025-02-24
2025,63191,46988,116.2,2025-02-27,2025-02-26
2025,62970,45282,113.8,2025-02-27,2025-02-20
2025,63196,49677,115.8,2025-03-04,2025-03-02
2025,63148,49594,139.6,2025-03-04,2025-03-02
2025,63193,36681,142.4,2025-03-05,2025-03-03
2025,63044,33845,131.2,2025-02-28,2025-02-23
2025,63177,20643,140.4,2025-02-28,2025-02-28
2025,62950,42883,123.6,2025-03-01,2025-02-21
2025,62915,44408,91,2025-03-01,2025-02-18
2025,63048,40062,122.4,2025-03-07,2025-03-06
