"Date","time_GMT","tide_height","season","tide_datetime"
2001-03-03,22:00:00,1.53,2001,"2001-03-03 22:00:00"
2001-03-03,23:00:00,2.26,2001,"2001-03-03 23:00:00"
2001-03-04,00:00:00,2.74,2001,"2001-03-04 00:00:00"
2001-03-04,01:00:00,3.35,2001,"2001-03-04 01:00:00"
2001-03-04,02:00:00,3.46,2001,"2001-03-04 02:00:00"
2001-03-04,03:00:00,3.61,2001,"2001-03-04 03:00:00"
2001-03-04,04:00:00,3.53,2001,"2001-03-04 04:00:00"
2001-03-04,05:00:00,3.39,2001,"2001-03-04 05:00:00"
2001-03-04,06:00:00,3.31,2001,"2001-03-04 06:00:00"
2001-03-04,07:00:00,3.24,2001,"2001-03-04 07:00:00"
2001-03-04,08:00:00,3.56,2001,"2001-03-04 08:00:00"
2001-03-04,09:00:00,4.12,2001,"2001-03-04 09:00:00"
2001-03-04,10:00:00,4.63,2001,"2001-03-04 10:00:00"
2001-03-04,11:00:00,5.27,2001,"2001-03-04 11:00:00"
2001-03-04,12:00:00,5.74,2001,"2001-03-04 12:00:00"
2001-03-04,13:00:00,5.91,2001,"2001-03-04 13:00:00"
2001-03-04,14:00:00,5.76,2001,"2001-03-04 14:00:00"
2001-03-04,15:00:00,5.15,2001,"2001-03-04 15:00:00"
2001-03-04,16:00:00,4.27,2001,"2001-03-04 16:00:00"
2001-03-04,17:00:00,3.25,2001,"2001-03-04 17:00:00"
2001-03-04,18:00:00,2.29,2001,"2001-03-04 18:00:00"
2001-03-04,19:00:00,1.4,2001,"2001-03-04 19:00:00"
2001-03-04,20:00:00,0.93,2001,"2001-03-04 20:00:00"
2001-03-04,21:00:00,0.73,2001,"2001-03-04 21:00:00"
2001-03-04,22:00:00,1.17,2001,"2001-03-04 22:00:00"
2001-03-04,23:00:00,1.85,2001,"2001-03-04 23:00:00"
2001-03-05,00:00:00,2.63,2001,"2001-03-05 00:00:00"
2001-03-05,01:00:00,3.41,2001,"2001-03-05 01:00:00"
2001-03-05,02:00:00,3.88,2001,"2001-03-05 02:00:00"
2001-03-05,03:00:00,4.21,2001,"2001-03-05 03:00:00"
2001-03-05,04:00:00,4.35,2001,"2001-03-05 04:00:00"
2001-03-05,05:00:00,4.24,2001,"2001-03-05 05:00:00"
2001-03-05,06:00:00,3.87,2001,"2001-03-05 06:00:00"
2001-03-05,07:00:00,3.57,2001,"2001-03-05 07:00:00"
2001-03-05,08:00:00,3.48,2001,"2001-03-05 08:00:00"
2001-03-05,09:00:00,3.67,2001,"2001-03-05 09:00:00"
2001-03-05,10:00:00,4.15,2001,"2001-03-05 10:00:00"
2001-03-05,11:00:00,4.75,2001,"2001-03-05 11:00:00"
2001-03-05,12:00:00,5.49,2001,"2001-03-05 12:00:00"
2001-03-05,13:00:00,5.87,2001,"2001-03-05 13:00:00"
2001-03-05,14:00:00,6.04,2001,"2001-03-05 14:00:00"
2001-03-05,15:00:00,5.78,2001,"2001-03-05 15:00:00"
2001-03-05,16:00:00,5.13,2001,"2001-03-05 16:00:00"
2001-03-05,17:00:00,4.03,2001,"2001-03-05 17:00:00"
2001-03-05,18:00:00,2.74,2001,"2001-03-05 18:00:00"
2001-03-05,19:00:00,1.62,2001,"2001-03-05 19:00:00"
2001-03-05,20:00:00,0.65,2001,"2001-03-05 20:00:00"
2001-03-05,21:00:00,0.11,2001,"2001-03-05 21:00:00"
2001-03-05,22:00:00,0.1,2001,"2001-03-05 22:00:00"
2001-03-05,23:00:00,0.5,2001,"2001-03-05 23:00:00"
2001-03-06,00:00:00,1.33,2001,"2001-03-06 00:00:00"
2001-03-06,01:00:00,2.37,2001,"2001-03-06 01:00:00"
2001-03-06,02:00:00,3.3,2001,"2001-03-06 02:00:00"
2001-03-06,03:00:00,4.02,2001,"2001-03-06 03:00:00"
2001-03-06,04:00:00,4.29,2001,"2001-03-06 04:00:00"
2001-03-06,05:00:00,4.36,2001,"2001-03-06 05:00:00"
2001-03-06,06:00:00,4.08,2001,"2001-03-06 06:00:00"
2001-03-06,07:00:00,3.56,2001,"2001-03-06 07:00:00"
2001-03-06,08:00:00,3.24,2001,"2001-03-06 08:00:00"
2001-03-06,09:00:00,3.05,2001,"2001-03-06 09:00:00"
2001-03-06,10:00:00,3.24,2001,"2001-03-06 10:00:00"
2001-03-06,11:00:00,3.81,2001,"2001-03-06 11:00:00"
2001-03-06,12:00:00,4.64,2001,"2001-03-06 12:00:00"
2001-03-06,13:00:00,5.48,2001,"2001-03-06 13:00:00"
2001-03-06,14:00:00,6.05,2001,"2001-03-06 14:00:00"
2001-03-06,15:00:00,6.2,2001,"2001-03-06 15:00:00"
2001-03-06,16:00:00,5.96,2001,"2001-03-06 16:00:00"
2001-03-06,17:00:00,5.13,2001,"2001-03-06 17:00:00"
2001-03-06,18:00:00,3.89,2001,"2001-03-06 18:00:00"
2001-03-06,19:00:00,2.53,2001,"2001-03-06 19:00:00"
2001-03-06,20:00:00,1.1,2001,"2001-03-06 20:00:00"
2001-03-06,21:00:00,0.1,2001,"2001-03-06 21:00:00"
2001-03-06,22:00:00,-0.36,2001,"2001-03-06 22:00:00"
2001-03-06,23:00:00,-0.37,2001,"2001-03-06 23:00:00"
2001-03-07,00:00:00,0.24,2001,"2001-03-07 00:00:00"
2001-03-07,01:00:00,1.22,2001,"2001-03-07 01:00:00"
2001-03-07,02:00:00,2.38,2001,"2001-03-07 02:00:00"
2001-03-07,03:00:00,3.47,2001,"2001-03-07 03:00:00"
2001-03-07,04:00:00,4.13,2001,"2001-03-07 04:00:00"
2001-03-07,05:00:00,4.39,2001,"2001-03-07 05:00:00"
2001-03-07,06:00:00,4.16,2001,"2001-03-07 06:00:00"
2001-03-07,07:00:00,3.71,2001,"2001-03-07 07:00:00"
2001-03-07,08:00:00,3.11,2001,"2001-03-07 08:00:00"
2001-03-07,09:00:00,2.52,2001,"2001-03-07 09:00:00"
2001-03-07,10:00:00,2.42,2001,"2001-03-07 10:00:00"
2001-03-07,11:00:00,2.64,2001,"2001-03-07 11:00:00"
2001-03-07,12:00:00,3.43,2001,"2001-03-07 12:00:00"
2001-03-07,13:00:00,4.3,2001,"2001-03-07 13:00:00"
2001-03-07,14:00:00,5.36,2001,"2001-03-07 14:00:00"
2001-03-07,15:00:00,6.15,2001,"2001-03-07 15:00:00"
2001-03-07,16:00:00,6.25,2001,"2001-03-07 16:00:00"
2001-03-07,17:00:00,5.88,2001,"2001-03-07 17:00:00"
2001-03-07,18:00:00,5,2001,"2001-03-07 18:00:00"
2001-03-07,19:00:00,3.51,2001,"2001-03-07 19:00:00"
2001-03-07,20:00:00,2.1,2001,"2001-03-07 20:00:00"
2001-03-07,21:00:00,0.7,2001,"2001-03-07 21:00:00"
2001-03-07,22:00:00,-0.55,2001,"2001-03-07 22:00:00"
2001-03-07,23:00:00,-0.87,2001,"2001-03-07 23:00:00"
2001-12-23,00:00:00,3.19,2002,"2001-12-23 00:00:00"
2001-12-23,01:00:00,2.97,2002,"2001-12-23 01:00:00"
2001-12-23,02:00:00,2.58,2002,"2001-12-23 02:00:00"
2001-12-23,03:00:00,2.07,2002,"2001-12-23 03:00:00"
2001-12-23,04:00:00,1.46,2002,"2001-12-23 04:00:00"
2001-12-23,05:00:00,0.91,2002,"2001-12-23 05:00:00"
2001-12-23,06:00:00,0.62,2002,"2001-12-23 06:00:00"
2001-12-23,07:00:00,0.74,2002,"2001-12-23 07:00:00"
2001-12-23,08:00:00,1.2,2002,"2001-12-23 08:00:00"
2001-12-23,09:00:00,1.86,2002,"2001-12-23 09:00:00"
2001-12-23,10:00:00,2.55,2002,"2001-12-23 10:00:00"
2001-12-23,11:00:00,3.33,2002,"2001-12-23 11:00:00"
2001-12-23,12:00:00,3.84,2002,"2001-12-23 12:00:00"
2001-12-23,13:00:00,4.26,2002,"2001-12-23 13:00:00"
2001-12-23,14:00:00,4.2,2002,"2001-12-23 14:00:00"
2001-12-23,15:00:00,3.93,2002,"2001-12-23 15:00:00"
2001-12-23,16:00:00,3.4,2002,"2001-12-23 16:00:00"
2001-12-23,17:00:00,2.73,2002,"2001-12-23 17:00:00"
2001-12-23,18:00:00,2.17,2002,"2001-12-23 18:00:00"
2001-12-23,19:00:00,1.89,2002,"2001-12-23 19:00:00"
2001-12-23,20:00:00,1.66,2002,"2001-12-23 20:00:00"
2001-12-23,21:00:00,1.82,2002,"2001-12-23 21:00:00"
2001-12-23,22:00:00,2.05,2002,"2001-12-23 22:00:00"
2001-12-23,23:00:00,2.46,2002,"2001-12-23 23:00:00"
2001-12-24,00:00:00,2.87,2002,"2001-12-24 00:00:00"
2001-12-24,01:00:00,2.94,2002,"2001-12-24 01:00:00"
2001-12-24,02:00:00,2.73,2002,"2001-12-24 02:00:00"
2001-12-24,03:00:00,2.47,2002,"2001-12-24 03:00:00"
2001-12-24,04:00:00,2.05,2002,"2001-12-24 04:00:00"
2001-12-24,05:00:00,1.51,2002,"2001-12-24 05:00:00"
2001-12-24,06:00:00,1.15,2002,"2001-12-24 06:00:00"
2001-12-24,07:00:00,0.99,2002,"2001-12-24 07:00:00"
2001-12-24,08:00:00,1.13,2002,"2001-12-24 08:00:00"
2001-12-24,09:00:00,1.66,2002,"2001-12-24 09:00:00"
2001-12-24,10:00:00,2.37,2002,"2001-12-24 10:00:00"
2001-12-24,11:00:00,3.12,2002,"2001-12-24 11:00:00"
2001-12-24,12:00:00,3.82,2002,"2001-12-24 12:00:00"
2001-12-24,13:00:00,4.35,2002,"2001-12-24 13:00:00"
2001-12-24,14:00:00,4.56,2002,"2001-12-24 14:00:00"
2001-12-24,15:00:00,4.45,2002,"2001-12-24 15:00:00"
2001-12-24,16:00:00,3.84,2002,"2001-12-24 16:00:00"
2001-12-24,17:00:00,3.18,2002,"2001-12-24 17:00:00"
2001-12-24,18:00:00,2.55,2002,"2001-12-24 18:00:00"
2001-12-24,19:00:00,1.82,2002,"2001-12-24 19:00:00"
2001-12-24,20:00:00,1.38,2002,"2001-12-24 20:00:00"
2001-12-24,21:00:00,1.14,2002,"2001-12-24 21:00:00"
2001-12-24,22:00:00,1.29,2002,"2001-12-24 22:00:00"
2001-12-24,23:00:00,1.72,2002,"2001-12-24 23:00:00"
2001-12-25,00:00:00,2.13,2002,"2001-12-25 00:00:00"
2001-12-25,01:00:00,2.6,2002,"2001-12-25 01:00:00"
2001-12-25,02:00:00,2.62,2002,"2001-12-25 02:00:00"
2001-12-25,03:00:00,2.6,2002,"2001-12-25 03:00:00"
2001-12-25,04:00:00,2.47,2002,"2001-12-25 04:00:00"
2001-12-25,05:00:00,2.16,2002,"2001-12-25 05:00:00"
2001-12-25,06:00:00,1.76,2002,"2001-12-25 06:00:00"
2001-12-25,07:00:00,1.41,2002,"2001-12-25 07:00:00"
2001-12-25,08:00:00,1.35,2002,"2001-12-25 08:00:00"
2001-12-25,09:00:00,1.63,2002,"2001-12-25 09:00:00"
2001-12-25,10:00:00,2.14,2002,"2001-12-25 10:00:00"
2001-12-25,11:00:00,3.02,2002,"2001-12-25 11:00:00"
2001-12-25,12:00:00,3.74,2002,"2001-12-25 12:00:00"
2001-12-25,13:00:00,4.42,2002,"2001-12-25 13:00:00"
2001-12-25,14:00:00,4.88,2002,"2001-12-25 14:00:00"
2001-12-25,15:00:00,4.86,2002,"2001-12-25 15:00:00"
2001-12-25,16:00:00,4.44,2002,"2001-12-25 16:00:00"
2001-12-25,17:00:00,3.59,2002,"2001-12-25 17:00:00"
2001-12-25,18:00:00,2.78,2002,"2001-12-25 18:00:00"
2001-12-25,19:00:00,1.96,2002,"2001-12-25 19:00:00"
2001-12-25,20:00:00,1.24,2002,"2001-12-25 20:00:00"
2001-12-25,21:00:00,0.81,2002,"2001-12-25 21:00:00"
2001-12-25,22:00:00,0.65,2002,"2001-12-25 22:00:00"
2001-12-25,23:00:00,0.97,2002,"2001-12-25 23:00:00"
2001-12-26,00:00:00,1.53,2002,"2001-12-26 00:00:00"
2001-12-26,01:00:00,2.18,2002,"2001-12-26 01:00:00"
2001-12-26,02:00:00,2.67,2002,"2001-12-26 02:00:00"
2001-12-26,03:00:00,2.95,2002,"2001-12-26 03:00:00"
2001-12-26,04:00:00,2.97,2002,"2001-12-26 04:00:00"
2001-12-26,05:00:00,2.78,2002,"2001-12-26 05:00:00"
2001-12-26,06:00:00,2.46,2002,"2001-12-26 06:00:00"
2001-12-26,07:00:00,2.04,2002,"2001-12-26 07:00:00"
2001-12-26,08:00:00,1.82,2002,"2001-12-26 08:00:00"
2001-12-26,09:00:00,1.86,2002,"2001-12-26 09:00:00"
2001-12-26,10:00:00,2.18,2002,"2001-12-26 10:00:00"
2001-12-26,11:00:00,2.86,2002,"2001-12-26 11:00:00"
2001-12-26,12:00:00,3.8,2002,"2001-12-26 12:00:00"
2001-12-26,13:00:00,4.53,2002,"2001-12-26 13:00:00"
2001-12-26,14:00:00,5.16,2002,"2001-12-26 14:00:00"
2001-12-26,15:00:00,5.47,2002,"2001-12-26 15:00:00"
2001-12-26,16:00:00,5.14,2002,"2001-12-26 16:00:00"
2001-12-26,17:00:00,4.5,2002,"2001-12-26 17:00:00"
2001-12-26,18:00:00,3.49,2002,"2001-12-26 18:00:00"
2001-12-26,19:00:00,2.47,2002,"2001-12-26 19:00:00"
2001-12-26,20:00:00,1.3,2002,"2001-12-26 20:00:00"
2001-12-26,21:00:00,0.62,2002,"2001-12-26 21:00:00"
2001-12-26,22:00:00,0.27,2002,"2001-12-26 22:00:00"
2001-12-26,23:00:00,0.32,2002,"2001-12-26 23:00:00"
2001-12-27,00:00:00,0.86,2002,"2001-12-27 00:00:00"
2001-12-27,01:00:00,1.51,2002,"2001-12-27 01:00:00"
2001-12-27,02:00:00,2.28,2002,"2001-12-27 02:00:00"
2001-12-27,03:00:00,2.91,2002,"2001-12-27 03:00:00"
2001-12-27,04:00:00,3.26,2002,"2001-12-27 04:00:00"
2001-12-27,05:00:00,3.36,2002,"2001-12-27 05:00:00"
2001-12-27,06:00:00,3.11,2002,"2001-12-27 06:00:00"
2001-12-27,07:00:00,2.7,2002,"2001-12-27 07:00:00"
2001-12-27,08:00:00,2.48,2002,"2001-12-27 08:00:00"
2001-12-27,09:00:00,2.31,2002,"2001-12-27 09:00:00"
2001-12-27,10:00:00,2.46,2002,"2001-12-27 10:00:00"
2001-12-27,11:00:00,2.96,2002,"2001-12-27 11:00:00"
2001-12-27,12:00:00,3.78,2002,"2001-12-27 12:00:00"
2001-12-27,13:00:00,4.54,2002,"2001-12-27 13:00:00"
2001-12-27,14:00:00,5.22,2002,"2001-12-27 14:00:00"
2001-12-27,15:00:00,5.98,2002,"2001-12-27 15:00:00"
2001-12-27,16:00:00,5.84,2002,"2001-12-27 16:00:00"
2001-12-27,17:00:00,5.39,2002,"2001-12-27 17:00:00"
2001-12-27,18:00:00,4.37,2002,"2001-12-27 18:00:00"
2001-12-27,19:00:00,3.19,2002,"2001-12-27 19:00:00"
2001-12-27,20:00:00,1.89,2002,"2001-12-27 20:00:00"
2001-12-27,21:00:00,0.86,2002,"2001-12-27 21:00:00"
2001-12-27,22:00:00,0.12,2002,"2001-12-27 22:00:00"
2001-12-27,23:00:00,-0.29,2002,"2001-12-27 23:00:00"
2001-12-28,00:00:00,0.05,2002,"2001-12-28 00:00:00"
2001-12-28,01:00:00,0.72,2002,"2001-12-28 01:00:00"
2001-12-28,02:00:00,1.55,2002,"2001-12-28 02:00:00"
2001-12-28,03:00:00,2.44,2002,"2001-12-28 03:00:00"
2001-12-28,04:00:00,3.19,2002,"2001-12-28 04:00:00"
2001-12-28,05:00:00,3.59,2002,"2001-12-28 05:00:00"
2001-12-28,06:00:00,3.62,2002,"2001-12-28 06:00:00"
2001-12-28,07:00:00,3.38,2002,"2001-12-28 07:00:00"
2001-12-28,08:00:00,2.96,2002,"2001-12-28 08:00:00"
2001-12-28,09:00:00,2.6,2002,"2001-12-28 09:00:00"
2001-12-28,10:00:00,2.66,2002,"2001-12-28 10:00:00"
2001-12-28,11:00:00,2.99,2002,"2001-12-28 11:00:00"
2001-12-28,12:00:00,3.57,2002,"2001-12-28 12:00:00"
2001-12-28,13:00:00,4.52,2002,"2001-12-28 13:00:00"
2001-12-28,14:00:00,5.34,2002,"2001-12-28 14:00:00"
2001-12-28,15:00:00,6.01,2002,"2001-12-28 15:00:00"
2001-12-28,16:00:00,6.35,2002,"2001-12-28 16:00:00"
2001-12-28,17:00:00,6.07,2002,"2001-12-28 17:00:00"
2001-12-28,18:00:00,5.29,2002,"2001-12-28 18:00:00"
2001-12-28,19:00:00,4,2002,"2001-12-28 19:00:00"
2001-12-28,20:00:00,2.69,2002,"2001-12-28 20:00:00"
2001-12-28,21:00:00,1.26,2002,"2001-12-28 21:00:00"
2001-12-28,22:00:00,0.05,2002,"2001-12-28 22:00:00"
2001-12-28,23:00:00,-0.49,2002,"2001-12-28 23:00:00"
2001-12-29,00:00:00,-0.53,2002,"2001-12-29 00:00:00"
2001-12-29,01:00:00,-0.06,2002,"2001-12-29 01:00:00"
2001-12-29,02:00:00,0.86,2002,"2001-12-29 02:00:00"
2001-12-29,03:00:00,1.86,2002,"2001-12-29 03:00:00"
2001-12-29,04:00:00,2.86,2002,"2001-12-29 04:00:00"
2001-12-29,05:00:00,3.46,2002,"2001-12-29 05:00:00"
2001-12-29,06:00:00,3.86,2002,"2001-12-29 06:00:00"
2001-12-29,07:00:00,3.87,2002,"2001-12-29 07:00:00"
2001-12-29,08:00:00,3.69,2002,"2001-12-29 08:00:00"
2001-12-29,09:00:00,3.32,2002,"2001-12-29 09:00:00"
2001-12-29,10:00:00,3.1,2002,"2001-12-29 10:00:00"
2001-12-29,11:00:00,3.13,2002,"2001-12-29 11:00:00"
2001-12-29,12:00:00,3.59,2002,"2001-12-29 12:00:00"
2001-12-29,13:00:00,4.36,2002,"2001-12-29 13:00:00"
2001-12-29,14:00:00,5.35,2002,"2001-12-29 14:00:00"
2001-12-29,15:00:00,6.13,2002,"2001-12-29 15:00:00"
2001-12-29,16:00:00,6.67,2002,"2001-12-29 16:00:00"
2001-12-29,17:00:00,6.89,2002,"2001-12-29 17:00:00"
2001-12-29,18:00:00,6.31,2002,"2001-12-29 18:00:00"
2001-12-29,19:00:00,5.18,2002,"2001-12-29 19:00:00"
2001-12-29,20:00:00,3.74,2002,"2001-12-29 20:00:00"
2001-12-29,21:00:00,2.18,2002,"2001-12-29 21:00:00"
2001-12-29,22:00:00,0.73,2002,"2001-12-29 22:00:00"
2001-12-29,23:00:00,-0.3,2002,"2001-12-29 23:00:00"
2001-12-30,00:00:00,-0.87,2002,"2001-12-30 00:00:00"
2001-12-30,01:00:00,-0.67,2002,"2001-12-30 01:00:00"
2001-12-30,02:00:00,0.01,2002,"2001-12-30 02:00:00"
2001-12-30,03:00:00,1.06,2002,"2001-12-30 03:00:00"
2001-12-30,04:00:00,2.27,2002,"2001-12-30 04:00:00"
2001-12-30,05:00:00,3.21,2002,"2001-12-30 05:00:00"
2001-12-30,06:00:00,3.87,2002,"2001-12-30 06:00:00"
2001-12-30,07:00:00,4.09,2002,"2001-12-30 07:00:00"
2001-12-30,08:00:00,3.94,2002,"2001-12-30 08:00:00"
2001-12-30,09:00:00,3.6,2002,"2001-12-30 09:00:00"
2001-12-30,10:00:00,3.22,2002,"2001-12-30 10:00:00"
2001-12-30,11:00:00,2.9,2002,"2001-12-30 11:00:00"
2001-12-30,12:00:00,3.12,2002,"2001-12-30 12:00:00"
2001-12-30,13:00:00,3.73,2002,"2001-12-30 13:00:00"
2001-12-30,14:00:00,4.51,2002,"2001-12-30 14:00:00"
2001-12-30,15:00:00,5.39,2002,"2001-12-30 15:00:00"
2001-12-30,16:00:00,6.33,2002,"2001-12-30 16:00:00"
2001-12-30,17:00:00,6.83,2002,"2001-12-30 17:00:00"
2001-12-30,18:00:00,6.58,2002,"2001-12-30 18:00:00"
2001-12-30,19:00:00,5.9,2002,"2001-12-30 19:00:00"
2001-12-30,20:00:00,4.69,2002,"2001-12-30 20:00:00"
2001-12-30,21:00:00,3.01,2002,"2001-12-30 21:00:00"
2001-12-30,22:00:00,1.31,2002,"2001-12-30 22:00:00"
2001-12-30,23:00:00,-0.03,2002,"2001-12-30 23:00:00"
2001-12-31,00:00:00,-0.92,2002,"2001-12-31 00:00:00"
2001-12-31,01:00:00,-1.11,2002,"2001-12-31 01:00:00"
2001-12-31,02:00:00,-0.76,2002,"2001-12-31 02:00:00"
2001-12-31,03:00:00,0.08,2002,"2001-12-31 03:00:00"
2001-12-31,04:00:00,1.37,2002,"2001-12-31 04:00:00"
2001-12-31,05:00:00,2.49,2002,"2001-12-31 05:00:00"
2001-12-31,06:00:00,3.42,2002,"2001-12-31 06:00:00"
2001-12-31,07:00:00,4.05,2002,"2001-12-31 07:00:00"
2001-12-31,08:00:00,4.2,2002,"2001-12-31 08:00:00"
2001-12-31,09:00:00,4.07,2002,"2001-12-31 09:00:00"
2001-12-31,10:00:00,3.56,2002,"2001-12-31 10:00:00"
2001-12-31,11:00:00,3.25,2002,"2001-12-31 11:00:00"
2001-12-31,12:00:00,3.06,2002,"2001-12-31 12:00:00"
2001-12-31,13:00:00,3.25,2002,"2001-12-31 13:00:00"
2001-12-31,14:00:00,3.79,2002,"2001-12-31 14:00:00"
2001-12-31,15:00:00,4.63,2002,"2001-12-31 15:00:00"
2001-12-31,16:00:00,5.59,2002,"2001-12-31 16:00:00"
2001-12-31,17:00:00,6.42,2002,"2001-12-31 17:00:00"
2001-12-31,18:00:00,6.69,2002,"2001-12-31 18:00:00"
2001-12-31,19:00:00,6.44,2002,"2001-12-31 19:00:00"
2001-12-31,20:00:00,5.49,2002,"2001-12-31 20:00:00"
2001-12-31,21:00:00,4.05,2002,"2001-12-31 21:00:00"
2001-12-31,22:00:00,2.49,2002,"2001-12-31 22:00:00"
2001-12-31,23:00:00,0.87,2002,"2001-12-31 23:00:00"
2002-01-01,00:00:00,-0.45,2002,"2002-01-01 00:00:00"
2002-01-01,01:00:00,-1.19,2002,"2002-01-01 01:00:00"
2002-01-01,02:00:00,-1.31,2002,"2002-01-01 02:00:00"
2002-01-01,03:00:00,-0.68,2002,"2002-01-01 03:00:00"
2002-01-01,04:00:00,0.3,2002,"2002-01-01 04:00:00"
2002-01-01,05:00:00,1.53,2002,"2002-01-01 05:00:00"
2002-01-01,06:00:00,2.56,2002,"2002-01-01 06:00:00"
2002-01-01,07:00:00,3.47,2002,"2002-01-01 07:00:00"
2002-01-01,08:00:00,4.01,2002,"2002-01-01 08:00:00"
2002-01-01,09:00:00,4.26,2002,"2002-01-01 09:00:00"
2002-01-01,10:00:00,3.87,2002,"2002-01-01 10:00:00"
2002-01-01,11:00:00,3.46,2002,"2002-01-01 11:00:00"
2002-01-01,12:00:00,3.08,2002,"2002-01-01 12:00:00"
2002-01-01,13:00:00,2.99,2002,"2002-01-01 13:00:00"
2002-01-01,14:00:00,3.22,2002,"2002-01-01 14:00:00"
2002-01-01,15:00:00,3.77,2002,"2002-01-01 15:00:00"
2002-01-01,16:00:00,4.77,2002,"2002-01-01 16:00:00"
2002-01-01,17:00:00,5.66,2002,"2002-01-01 17:00:00"
2002-01-01,18:00:00,6.2,2002,"2002-01-01 18:00:00"
2002-01-01,19:00:00,6.48,2002,"2002-01-01 19:00:00"
2002-01-01,20:00:00,6.11,2002,"2002-01-01 20:00:00"
2002-01-01,21:00:00,5.11,2002,"2002-01-01 21:00:00"
2002-01-01,22:00:00,3.74,2002,"2002-01-01 22:00:00"
2002-01-01,23:00:00,2.14,2002,"2002-01-01 23:00:00"
2002-01-02,00:00:00,0.67,2002,"2002-01-02 00:00:00"
2002-01-02,01:00:00,-0.47,2002,"2002-01-02 01:00:00"
2002-01-02,02:00:00,-1.05,2002,"2002-01-02 02:00:00"
2002-01-02,03:00:00,-1.15,2002,"2002-01-02 03:00:00"
2002-01-02,04:00:00,-0.4,2002,"2002-01-02 04:00:00"
2002-01-02,05:00:00,0.74,2002,"2002-01-02 05:00:00"
2002-01-02,06:00:00,1.98,2002,"2002-01-02 06:00:00"
2002-01-02,07:00:00,3.09,2002,"2002-01-02 07:00:00"
2002-01-02,08:00:00,3.95,2002,"2002-01-02 08:00:00"
2002-01-02,09:00:00,4.22,2002,"2002-01-02 09:00:00"
2002-01-02,10:00:00,4.21,2002,"2002-01-02 10:00:00"
2002-01-02,11:00:00,3.95,2002,"2002-01-02 11:00:00"
2002-01-02,12:00:00,3.5,2002,"2002-01-02 12:00:00"
2002-01-02,13:00:00,3.17,2002,"2002-01-02 13:00:00"
2002-01-02,14:00:00,2.92,2002,"2002-01-02 14:00:00"
2002-01-02,15:00:00,3.2,2002,"2002-01-02 15:00:00"
2002-01-02,16:00:00,3.82,2002,"2002-01-02 16:00:00"
2002-01-02,17:00:00,4.72,2002,"2002-01-02 17:00:00"
2002-01-02,18:00:00,5.47,2002,"2002-01-02 18:00:00"
2002-01-02,19:00:00,5.97,2002,"2002-01-02 19:00:00"
2002-01-02,20:00:00,6.22,2002,"2002-01-02 20:00:00"
2002-01-02,21:00:00,5.64,2002,"2002-01-02 21:00:00"
2002-01-02,22:00:00,4.76,2002,"2002-01-02 22:00:00"
2002-01-02,23:00:00,3.44,2002,"2002-01-02 23:00:00"
2002-01-03,00:00:00,1.93,2002,"2002-01-03 00:00:00"
2002-01-03,01:00:00,0.54,2002,"2002-01-03 01:00:00"
2002-01-03,02:00:00,-0.51,2002,"2002-01-03 02:00:00"
2002-01-03,03:00:00,-0.91,2002,"2002-01-03 03:00:00"
2002-01-03,04:00:00,-0.62,2002,"2002-01-03 04:00:00"
2002-01-03,05:00:00,0.08,2002,"2002-01-03 05:00:00"
2002-01-03,06:00:00,0.99,2002,"2002-01-03 06:00:00"
2002-01-03,07:00:00,2.27,2002,"2002-01-03 07:00:00"
2002-01-03,08:00:00,3.3,2002,"2002-01-03 08:00:00"
2002-01-03,09:00:00,3.99,2002,"2002-01-03 09:00:00"
2002-01-03,10:00:00,4.38,2002,"2002-01-03 10:00:00"
2002-01-03,11:00:00,4.12,2002,"2002-01-03 11:00:00"
2002-01-03,12:00:00,3.76,2002,"2002-01-03 12:00:00"
2002-01-03,13:00:00,3.26,2002,"2002-01-03 13:00:00"
2002-01-03,14:00:00,2.82,2002,"2002-01-03 14:00:00"
2002-01-03,15:00:00,2.59,2002,"2002-01-03 15:00:00"
2002-01-03,16:00:00,2.65,2002,"2002-01-03 16:00:00"
2002-01-03,17:00:00,3.22,2002,"2002-01-03 17:00:00"
2002-01-03,18:00:00,4.05,2002,"2002-01-03 18:00:00"
2002-01-03,19:00:00,4.72,2002,"2002-01-03 19:00:00"
2002-01-03,20:00:00,5.18,2002,"2002-01-03 20:00:00"
2002-01-03,21:00:00,5.22,2002,"2002-01-03 21:00:00"
2002-01-03,22:00:00,4.84,2002,"2002-01-03 22:00:00"
2002-01-03,23:00:00,3.81,2002,"2002-01-03 23:00:00"
2002-01-04,00:00:00,2.79,2002,"2002-01-04 00:00:00"
2002-01-04,01:00:00,1.51,2002,"2002-01-04 01:00:00"
2002-01-04,02:00:00,0.28,2002,"2002-01-04 02:00:00"
2002-01-04,03:00:00,-0.53,2002,"2002-01-04 03:00:00"
2002-01-04,04:00:00,-0.8,2002,"2002-01-04 04:00:00"
2002-01-04,05:00:00,-0.43,2002,"2002-01-04 05:00:00"
2002-01-04,06:00:00,0.22,2002,"2002-01-04 06:00:00"
2002-01-04,07:00:00,1.4,2002,"2002-01-04 07:00:00"
2002-01-04,08:00:00,2.64,2002,"2002-01-04 08:00:00"
2002-01-04,09:00:00,3.66,2002,"2002-01-04 09:00:00"
2002-01-04,10:00:00,4.33,2002,"2002-01-04 10:00:00"
2002-01-04,11:00:00,4.47,2002,"2002-01-04 11:00:00"
